	68	60 95 47 88 18 98 36 59 56 16 21 46 73 33 26 19 58 51 22 17 23 29 53 86 68 79 64 42 92 90 70 99 80 74 55 66 41 75 7 72 48 61 54 9 8 11 62 94 12 27 83 43 87 82 93 4 13 40 84 49 1 81 57 5 69 45 15 0 31 65 89 38 97 10 39 96 76 50 6 37 14 78 34 32 52 3 2 30 28 77 24 67 71 63 91 35 20 44 25 85 
	69	73 62 21 38 53 59 10 22 83 61 58 95 84 39 12 51 33 7 66 13 24 75 29 15 94 82 68 2 41 54 20 1 92 70 99 91 19 36 64 60 93 85 34 89 49 97 31 8 57 14 11 55 79 72 90 40 32 47 52 76 27 9 16 44 67 65 63 23 0 98 88 50 80 78 26 4 81 71 30 43 5 87 18 56 6 45 17 37 35 77 74 48 96 69 42 3 25 86 46 28 
	70	83 49 65 56 59 47 38 12 54 29 86 80 18 51 74 85 62 3 30 6 73 9 50 91 57 13 2 35 7 15 32 66 92 87 95 82 36 20 16 27 8 94 52 44 22 1 99 24 48 98 37 14 61 89 79 60 39 28 70 10 55 88 97 25 5 53 76 77 42 0 93 71 90 11 68 78 40 64 23 19 96 84 33 26 72 4 46 17 43 75 34 58 69 81 31 63 21 41 45 67 
	71	51 25 80 42 36 70 7 84 61 30 69 46 39 93 15 5 6 95 32 9 22 92 77 27 94 1 87 52 33 38 53 78 40 97 71 72 13 34 28 99 11 29 24 56 98 10 14 21 67 48 41 4 86 85 23 31 76 2 66 91 57 3 79 82 55 83 47 35 43 60 0 58 88 75 68 74 18 54 96 12 49 59 8 89 90 50 64 65 44 73 16 26 19 20 17 45 37 81 63 62 
	72	74 5 46 55 80 19 48 92 58 47 81 50 79 90 24 18 63 68 14 17 57 69 31 15 42 98 43 60 10 27 32 33 77 78 22 1 96 28 65 64 52 38 45 75 62 93 88 7 76 86 25 41 23 4 30 72 84 34 2 56 59 95 89 36 85 53 70 40 94 35 13 0 21 66 87 16 97 91 20 67 11 73 44 54 37 99 61 26 9 6 8 51 71 49 39 3 29 82 12 83 
	73	52 64 41 70 14 19 48 54 50 68 29 63 33 87 2 39 66 18 81 42 85 7 12 32 71 28 77 58 44 22 92 84 43 94 55 5 35 9 15 34 24 13 99 51 38 97 95 90 3 73 6 36 46 57 59 47 83 56 20 16 93 30 49 67 25 45 11 23 98 89 82 96 0 17 88 40 76 26 79 80 53 1 10 62 61 37 8 21 91 75 74 78 69 27 4 65 60 31 86 72 
	74	74 54 51 23 18 41 19 10 9 69 34 90 28 40 82 83 86 45 6 52 50 20 76 81 77 94 26 38 63 7 60 65 42 31 88 67 79 14 87 21 46 49 96 53 4 8 29 47 95 80 71 25 98 70 39 30 55 12 2 64 16 72 84 75 1 24 92 17 36 59 89 27 22 0 78 68 61 62 5 32 3 99 58 33 66 73 93 37 11 43 15 56 91 85 13 35 48 57 97 44 
	75	97 89 60 10 48 26 84 49 23 52 91 25 56 98 29 7 16 63 70 57 13 6 41 30 34 33 44 96 22 42 46 66 82 3 9 1 15 43 19 27 94 20 40 88 72 76 85 50 54 51 17 99 65 79 73 35 83 68 81 58 69 36 78 93 64 32 21 31 8 62 18 37 4 77 0 2 86 14 74 92 59 87 61 24 80 71 12 39 5 53 95 28 47 38 45 67 55 75 90 11 
	76	33 34 93 44 7 73 66 20 46 88 5 45 57 31 3 48 15 63 68 50 64 23 11 39 40 62 36 8 76 10 51 60 56 55 16 83 80 6 13 87 47 81 18 14 97 28 21 95 72 86 82 9 84 53 90 12 71 61 4 26 59 35 32 89 92 17 58 52 38 65 19 27 2 77 94 0 67 29 54 85 69 98 75 42 43 41 24 22 30 70 96 1 99 79 91 37 78 74 25 49 
	77	11 69 72 2 19 4 14 25 75 86 10 95 54 50 67 68 41 47 99 74 12 43 26 51 13 88 23 7 33 84 36 77 44 3 58 45 9 57 55 60 49 89 96 37 32 48 46 63 71 8 70 73 79 65 98 16 34 81 42 52 24 66 97 18 15 76 62 53 1 87 90 59 61 91 35 83 0 93 92 17 21 22 30 31 27 85 64 80 78 38 5 40 56 82 20 28 39 94 6 29 
	78	27 87 40 31 77 2 10 39 34 79 91 36 63 45 47 26 14 89 22 16 97 51 58 4 44 82 18 86 81 19 25 83 55 57 5 38 37 64 41 85 71 74 84 3 56 43 69 53 21 42 73 32 1 17 93 59 24 30 46 15 6 92 70 65 28 12 62 78 94 54 52 66 96 20 75 48 7 0 72 13 29 95 60 61 80 49 35 98 68 23 90 8 67 33 76 99 88 50 9 11 
	79	19 49 17 65 72 7 52 2 40 67 32 91 54 87 27 95 21 71 8 26 4 10 73 58 35 44 38 88 9 61 15 45 75 33 94 41 46 85 31 39 86 66 57 51 6 43 3 30 97 5 14 22 11 78 84 13 68 89 1 48 23 80 47 98 90 82 81 70 36 76 34 20 79 74 77 96 55 25 0 60 64 83 93 53 92 42 37 63 56 24 50 18 12 69 16 99 59 29 62 28 
	80	53 19 62 21 77 17 12 22 43 96 94 44 51 98 81 10 92 75 87 73 40 5 9 97 32 65 34 95 25 57 71 89 84 2 23 7 93 47 79 26 48 68 30 6 20 56 59 15 49 64 63 14 33 86 88 35 37 99 78 38 39 55 18 90 24 52 91 27 46 66 29 76 67 50 16 45 74 11 69 0 28 1 54 36 41 3 85 80 61 60 13 58 83 70 72 82 8 4 31 42 
	81	64 14 13 11 65 60 21 95 62 20 89 55 86 5 83 18 37 72 2 85 73 81 57 24 7 36 43 4 8 87 99 77 76 90 30 93 48 92 25 69 28 26 75 34 3 98 12 53 49 45 71 10 22 46 40 41 82 31 96 58 88 17 1 33 38 97 35 27 23 29 16 56 59 61 80 9 42 15 51 39 0 47 54 50 66 78 44 52 94 67 32 6 79 70 74 19 63 91 68 84 
	82	30 94 76 86 32 26 60 10 92 1 71 78 12 74 43 93 75 72 83 82 18 14 34 44 6 16 40 81 90 41 33 80 62 56 77 19 9 57 38 4 84 69 61 87 31 42 85 54 28 36 51 65 59 97 29 20 58 24 23 95 53 89 17 52 13 21 3 47 35 70 88 63 11 99 96 67 55 7 50 68 64 0 79 8 73 15 45 48 66 25 37 39 27 49 91 46 22 2 5 98 
	83	52 99 56 39 2 55 28 61 47 71 12 19 10 43 86 8 53 62 29 17 41 51 42 74 68 6 3 45 94 83 72 59 76 36 91 21 96 37 50 79 66 22 26 65 7 58 82 35 97 78 85 92 46 54 98 80 38 20 31 67 93 75 13 25 4 95 88 77 32 87 33 89 48 57 90 44 18 9 1 30 16 27 0 40 11 63 24 15 23 81 69 64 84 34 14 73 5 49 70 60 
	84	66 15 62 93 99 44 65 41 7 92 1 39 5 26 30 32 23 70 9 72 8 31 81 18 47 34 57 67 11 97 77 48 78 96 37 33 28 68 54 88 98 85 56 61 53 80 16 82 6 13 89 76 17 79 24 94 29 45 90 75 43 42 86 46 35 40 50 69 55 91 87 14 25 51 12 60 73 21 71 64 3 95 27 0 49 4 83 19 59 74 58 52 22 63 2 10 84 38 36 20 
	85	48 19 20 18 28 51 64 53 50 84 5 55 93 88 89 29 7 81 4 27 38 61 65 58 54 34 14 56 86 33 70 42 76 30 24 10 39 59 87 72 3 69 45 11 52 43 46 79 99 36 9 67 91 35 90 25 17 12 97 75 85 57 31 23 32 98 73 6 47 16 2 60 49 78 77 8 63 41 74 13 22 15 26 92 0 44 94 83 80 1 40 66 21 37 95 96 62 82 71 68 
	86	17 38 68 62 23 40 11 72 34 53 45 93 83 36 95 30 74 94 71 29 69 14 67 31 32 99 20 76 79 51 43 24 25 92 9 47 6 64 46 26 4 21 19 58 77 59 16 88 39 1 10 3 41 56 52 86 49 5 13 48 61 82 97 90 57 98 65 91 8 75 28 87 80 7 35 81 2 12 96 73 66 15 18 84 63 0 85 50 27 89 78 33 55 42 22 60 37 54 44 70 
	87	39 2 95 58 57 99 7 96 73 3 37 36 48 75 45 33 87 69 65 89 79 21 93 6 8 66 34 10 81 68 52 82 14 46 43 60 9 32 92 4 51 76 71 94 64 30 42 72 53 19 38 22 24 86 70 26 55 27 23 62 90 25 44 63 28 16 31 17 11 40 88 85 15 5 41 67 13 54 47 77 49 98 1 84 56 97 0 29 83 35 80 78 61 74 18 59 12 20 91 50 
	88	75 61 74 55 40 39 67 68 18 72 2 80 43 57 7 14 41 19 45 11 81 42 94 24 76 89 78 98 56 49 93 51 59 3 6 48 27 30 20 31 60 82 86 33 88 34 47 62 10 65 29 66 85 1 26 9 37 90 77 58 70 21 46 13 63 54 44 32 50 69 35 53 15 96 8 64 95 79 38 16 87 5 4 22 97 91 73 0 99 52 17 12 36 28 92 25 71 84 83 23 
	89	48 19 23 71 99 47 98 1 28 32 31 41 93 77 16 24 54 96 90 4 3 70 7 33 43 20 60 87 25 50 21 65 94 80 95 61 68 84 83 9 79 6 12 29 26 51 44 5 62 91 45 14 17 39 53 63 15 64 13 88 75 66 82 2 34 36 92 76 86 59 67 37 35 85 78 46 30 18 11 40 8 69 10 22 58 74 72 57 0 38 42 73 81 49 56 27 52 55 97 89 
	90	58 98 62 14 26 47 90 6 43 45 31 50 84 1 12 35 96 77 89 93 67 11 16 80 19 70 28 15 63 95 5 49 82 4 52 54 39 94 36 75 71 38 8 76 13 18 68 51 41 20 46 97 23 22 66 3 72 10 25 60 59 29 69 24 56 79 73 99 48 78 81 65 91 42 64 32 83 7 40 44 88 61 2 74 87 9 21 85 92 0 55 17 37 27 34 86 33 53 30 57 
	91	86 67 64 55 72 70 80 8 22 33 27 93 94 37 45 16 91 84 58 73 15 88 41 11 40 56 1 81 19 48 75 61 90 17 82 43 29 10 87 54 68 14 51 9 21 25 18 13 32 31 77 24 42 44 79 89 96 23 12 36 66 78 28 2 5 62 53 7 92 71 63 83 52 20 49 65 95 76 98 97 30 26 34 85 69 4 99 59 57 47 0 39 3 46 6 60 50 35 74 38 
	92	62 17 1 92 69 79 38 98 73 5 6 67 58 76 33 95 23 49 3 25 41 14 90 70 30 72 53 89 11 66 71 51 57 83 44 97 50 63 16 46 94 81 13 84 4 31 87 37 88 36 26 24 32 45 55 93 68 99 19 86 52 60 20 85 64 39 61 75 22 96 77 65 9 10 2 82 18 78 29 15 91 47 59 54 80 48 12 35 74 56 40 0 28 42 7 8 34 21 43 27 
	93	6 87 16 83 22 47 11 50 66 75 58 36 18 9 8 64 40 65 93 55 15 78 44 26 57 3 53 37 51 49 20 77 23 45 68 67 4 14 30 33 52 24 5 1 12 91 72 43 27 74 76 28 60 81 85 38 32 59 13 99 97 69 71 73 2 39 54 46 82 86 80 88 56 79 95 42 41 63 61 19 10 94 96 90 17 92 35 7 98 31 89 29 0 21 70 34 48 84 62 25 
	94	93 42 76 4 43 87 32 21 29 68 8 9 49 88 81 46 3 77 30 34 83 55 33 72 97 54 39 52 82 38 74 98 40 73 36 37 85 1 95 79 41 91 51 57 11 99 59 48 13 28 18 7 90 19 67 35 6 31 47 15 86 26 65 70 63 44 66 2 5 78 69 50 58 61 60 14 94 27 23 17 12 24 10 84 20 53 25 89 45 64 92 56 62 0 96 80 71 22 75 16 
	95	26 82 8 25 39 29 75 84 38 54 72 94 93 47 59 9 81 17 51 61 63 30 95 2 49 80 24 4 66 88 10 58 41 76 78 28 42 60 70 68 7 77 33 13 89 18 15 45 22 40 50 56 86 91 23 27 44 73 21 98 74 16 1 67 87 92 34 97 52 46 43 35 31 5 65 90 69 71 83 96 32 85 64 12 37 99 55 20 36 79 6 3 11 53 0 19 48 14 62 57 
	96	55 69 98 38 54 52 27 82 36 20 48 96 4 5 73 16 35 2 49 60 40 67 44 21 95 51 89 63 47 37 14 57 22 99 3 17 25 32 7 13 23 65 87 43 92 83 31 85 81 80 18 70 29 6 53 26 33 56 78 79 10 97 68 62 77 1 8 30 64 34 93 61 12 50 24 75 84 86 28 88 39 71 15 11 19 9 66 41 90 76 42 94 58 74 45 0 46 72 91 59 
	97	10 66 53 82 92 44 58 8 81 48 43 25 17 87 3 59 63 16 93 27 64 46 97 89 78 36 70 31 52 86 23 98 72 69 79 11 77 49 41 28 22 40 50 33 91 9 57 30 88 95 2 73 12 84 80 55 54 1 20 99 65 19 62 75 6 18 29 14 35 32 7 67 71 61 56 15 74 60 76 24 38 21 5 96 13 47 37 34 85 26 4 83 39 90 45 94 0 68 51 42 
	98	65 41 89 19 46 15 57 29 32 17 70 45 84 90 38 53 50 59 82 94 86 98 97 30 69 39 13 81 28 16 14 40 24 3 18 56 72 55 47 10 12 52 64 78 62 23 91 73 49 5 20 37 25 7 95 92 88 54 61 48 77 79 36 74 6 85 1 44 43 26 66 27 34 9 99 8 76 2 83 68 35 63 80 71 96 60 58 22 75 31 21 87 33 11 4 93 42 0 67 51 
	99	58 8 99 7 28 1 44 17 42 89 24 23 94 21 60 5 50 66 85 54 63 41 67 33 82 86 72 9 25 15 31 84 36 30 51 52 26 79 62 29 74 59 98 88 68 3 12 34 81 56 71 46 35 70 45 80 83 43 76 53 77 87 91 75 27 47 61 40 96 48 6 90 19 18 2 37 10 14 22 95 57 93 49 4 64 69 39 32 16 38 92 78 55 73 97 11 20 13 0 65 
	100	11 97 34 86 95 22 33 28 27 98 14 42 52 45 44 90 64 81 30 78 55 62 71 13 35 74 9 83 68 26 4 10 41 85 60 70 94 58 12 6 5 1 40 84 56 43 73 59 91 18 20 3 36 69 99 66 67 57 19 61 48 77 87 53 37 7 54 72 39 93 38 88 2 25 8 65 24 32 15 46 75 49 29 89 21 82 79 92 47 63 96 17 51 50 16 31 80 76 23 0 ;
